---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 75-2  5.332e+02  [-76 1.477e-04 1.860e-05 9.996e-06]  [1641 0 65]
 ST 75-3s 5.343e+02  [-152 2.430e-08 3.061e-09 4.784e-04]  [824 0 48]
 ST 76-1  5.375e+02  [0 1.000e+00 1.350e-01 9.950e-06]  [1330 0 28]
 ST 76-2  5.392e+02  [-77 1.392e-04 1.879e-05 9.956e-06]  [1682 -3 63]
 ST 76-3s 5.404e+02  [-153 2.086e-08 2.816e-09 5.224e-04]  [854 -2 47]
 ST 77-1  5.434e+02  [0 1.000e+00 1.212e-01 9.973e-06]  [1286 0 26]
 ST 77-2  5.450e+02  [-77 1.262e-04 1.530e-05 9.954e-06]  [1640 0 63]
 ST 77-3s 5.476e+02  [-154 1.941e-08 2.352e-09 6.268e-04]  [816 -3 20]
 ST 78-1  5.507e+02  [0 1.000e+00 1.264e-01 9.983e-06]  [1308 -2 25]
 ST 78-2  5.523e+02  [-78 1.253e-04 1.584e-05 9.997e-06]  [1641 -1 64]
 ST 78-3s 5.533e+02  [-154 1.954e-08 2.470e-09 5.959e-04]  [799 -2 46]
 ST 79-1  5.565e+02  [0 1.000e+00 1.200e-01 9.955e-06]  [1383 0 31]
 ST 79-2  5.581e+02  [-78 1.176e-04 1.412e-05 9.984e-06]  [1654 -1 63]
 ST 79-3s 5.593e+02  [-154 1.935e-08 2.322e-09 6.330e-04]  [764 -3 49]
 ST 80-1  5.625e+02  [0 1.000e+00 1.156e-01 9.963e-06]  [1412 -2 26]
 ST 80-2  5.642e+02  [-78 1.179e-04 1.362e-05 9.970e-06]  [1620 -2 64]
 ST 80-3s 5.654e+02  [-154 1.921e-08 2.220e-09 6.631e-04]  [773 0 47]
 ST 81-1  5.686e+02  [0 1.000e+00 1.199e-01 9.951e-06]  [1385 0 29]
 ST 81-2  5.701e+02  [-79 1.085e-04 1.301e-05 9.975e-06]  [1587 0 63]
 ST 81-3s 5.712e+02  [-155 1.746e-08 2.094e-09 7.038e-04]  [750 -2 44]
 ST 82-1  5.743e+02  [0 1.000e+00 1.050e-01 9.956e-06]  [1347 -1 27]
 ST 82-2  5.757e+02  [-79 1.022e-04 1.073e-05 9.970e-06]  [1477 -3 61]
 ST 82-3s 5.768e+02  [-155 1.636e-08 1.719e-09 8.567e-04]  [740 -2 43]
 ST 83-1  5.814e+02  [0 1.000e+00 1.184e-01 9.996e-06]  [1300 -1 18]
 ST 83-2  5.829e+02  [-80 9.850e-05 1.166e-05 9.942e-06]  [1431 0 59]
 ST 83-3s 5.839e+02  [-156 1.534e-08 1.816e-09 8.102e-04]  [759 -3 46]
 ST 84-1  5.869e+02  [0 1.000e+00 9.836e-02 9.970e-06]  [1350 -1 28]
 ST 84-2  5.883e+02  [-80 9.093e-05 8.943e-06 9.995e-06]  [1413 -2 61]
 ST 84-3s 5.894e+02  [-156 1.531e-08 1.506e-09 9.753e-04]  [722 0 43]
 ST 85-1  5.925e+02  [0 1.000e+00 1.138e-01 9.940e-06]  [1370 -2 27]
 ST 85-2  5.940e+02  [-80 9.512e-05 1.082e-05 9.978e-06]  [1424 -3 60]
 ST 85-3s 5.950e+02  [-156 1.466e-08 1.668e-09 8.835e-04]  [722 -1 42]
 ST 86-1  5.981e+02  [0 1.000e+00 9.430e-02 9.984e-06]  [1407 -1 29]
 ST 86-2  5.995e+02  [-81 8.279e-05 7.807e-06 9.995e-06]  [1365 -3 58]
 ST 86-3s 6.006e+02  [-156 1.459e-08 1.376e-09 1.065e-03]  [704 -2 42]
 ST 87-1  6.038e+02  [0 1.000e+00 1.022e-01 9.951e-06]  [1366 -2 29]
 ST 87-2  6.052e+02  [-81 8.667e-05 8.859e-06 9.986e-06]  [1345 -2 57]
