---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 52-3s 1.404e+02  [-194 1.943e-10 1.586e-11 5.706e-02]  [471 -1 55]
 ST 53-1  1.424e+02  [0 1.000e+00 8.295e-02 9.991e-06]  [1441 -1 46]
 ST 53-2  1.438e+02  [-98 1.129e-05 9.365e-07 9.988e-06]  [2161 -1 83]
 ST 53-3s 1.441e+02  [-194 1.956e-10 1.622e-11 5.421e-02]  [166 -3 31]
 ST 54-1  1.459e+02  [0 1.000e+00 8.429e-02 9.959e-06]  [1502 -1 47]
 ST 54-2  1.473e+02  [-98 1.212e-05 1.021e-06 9.999e-06]  [2211 -1 83]
 ST 54-3s 1.478e+02  [-194 1.972e-10 1.662e-11 5.456e-02]  [512 0 57]
 ST 55-1  1.494e+02  [0 1.000e+00 8.567e-02 9.996e-06]  [1474 -2 48]
 ST 55-2  1.508e+02  [-98 1.140e-05 9.765e-07 9.957e-06]  [2611 0 86]
 ST 55-3s 1.513e+02  [-194 1.918e-10 1.643e-11 5.521e-02]  [480 -1 54]
 ST 56-1  1.530e+02  [0 1.000e+00 8.714e-02 9.982e-06]  [1372 -2 53]
 ST 56-2  1.548e+02  [-99 1.075e-05 9.370e-07 9.962e-06]  [2809 0 86]
 ST 56-3s 1.554e+02  [-194 1.872e-10 1.631e-11 5.565e-02]  [559 -2 56]
 ST 57-1  1.570e+02  [0 1.000e+00 8.858e-02 9.970e-06]  [1323 -2 49]
 ST 57-2  1.589e+02  [-99 1.064e-05 9.426e-07 9.979e-06]  [2831 -1 86]
 ST 57-3s 1.591e+02  [-194 1.855e-10 1.643e-11 5.313e-02]  [77 -9 13]
 ST 58-1  1.606e+02  [0 1.000e+00 9.004e-02 9.948e-06]  [1391 -1 49]
 ST 58-2  1.620e+02  [-99 1.085e-05 9.774e-07 9.984e-06]  [2131 -2 84]
 ST 58-3s 1.624e+02  [-194 1.840e-10 1.656e-11 5.467e-02]  [337 -1 45]
 ST 59-1  1.642e+02  [0 1.000e+00 9.162e-02 9.985e-06]  [1470 -2 47]
 ST 59-2  1.655e+02  [-98 1.233e-05 1.129e-06 9.961e-06]  [2367 -1 84]
 ST 59-3s 1.658e+02  [-194 1.914e-10 1.753e-11 5.086e-02]  [170 -4 27]
 ST 60-1  1.682e+02  [0 1.000e+00 9.326e-02 9.985e-06]  [1470 -2 31]
 ST 60-2  1.700e+02  [-98 1.182e-05 1.102e-06 9.976e-06]  [2557 0 89]
 ST 60-3s 1.707e+02  [-194 1.887e-10 1.760e-11 5.140e-02]  [585 -1 59]
 ST 61-1  1.723e+02  [0 1.000e+00 9.490e-02 9.964e-06]  [1405 -1 47]
 ST 61-2  1.739e+02  [-99 1.082e-05 1.027e-06 9.998e-06]  [2399 0 85]
 ST 61-3s 1.744e+02  [-194 1.802e-10 1.710e-11 5.282e-02]  [491 -1 53]
 ST 62-1  1.758e+02  [0 1.000e+00 9.657e-02 9.954e-06]  [1359 -1 43]
 ST 62-2  1.770e+02  [-99 1.079e-05 1.042e-06 9.989e-06]  [2150 0 84]
 ST 62-3s 1.775e+02  [-194 1.803e-10 1.741e-11 5.202e-02]  [449 -2 57]
 ST 63-1  1.794e+02  [0 1.000e+00 9.828e-02 9.964e-06]  [1395 -1 47]
 ST 63-2  1.813e+02  [-99 1.093e-05 1.075e-06 9.969e-06]  [2116 -2 85]
 ST 63-3s 1.818e+02  [-194 1.781e-10 1.750e-11 5.118e-02]  [166 -3 31]
 ST 64-1  1.840e+02  [0 1.000e+00 1.001e-01 9.958e-06]  [1457 -1 44]
 ST 64-2  1.856e+02  [-98 1.181e-05 1.181e-06 9.979e-06]  [2307 -1 83]
 ST 64-3s 1.860e+02  [-194 1.840e-10 1.842e-11 4.915e-02]  [424 0 49]
 ST 65-1  1.877e+02  [0 1.000e+00 1.020e-01 9.989e-06]  [1452 -1 49]
 ST 65-2  1.890e+02  [-98 1.235e-05 1.259e-06 9.986e-06]  [2102 -1 83]
 ST 65-3s 1.895e+02  [-194 1.856e-10 1.892e-11 4.799e-02]  [549 -2 56]
 ST 66-1  1.911e+02  [0 1.000e+00 1.039e-01 9.968e-06]  [1379 0 47]
 ST 66-2  1.930e+02  [-98 1.142e-05 1.186e-06 9.974e-06]  [2375 -1 84]
 ST 66-3s 1.934e+02  [-195 1.756e-10 1.825e-11 4.968e-02]  [142 -5 24]
 ST 67-1  1.950e+02  [0 1.000e+00 1.058e-01 9.951e-06]  [1300 -1 42]
 ST 67-2  1.964e+02  [-99 1.096e-05 1.160e-06 9.961e-06]  [2467 -1 85]
 ST 67-3s 1.968e+02  [-195 1.733e-10 1.835e-11 4.918e-02]  [446 -2 50]
 ST 68-1  1.990e+02  [0 1.000e+00 1.078e-01 9.998e-06]  [1357 -1 28]
 ST 68-2  2.002e+02  [-99 1.109e-05 1.195e-06 9.974e-06]  [2184 -2 84]
 ST 68-3s 2.007e+02  [-195 1.729e-10 1.864e-11 4.868e-02]  [544 -2 57]
 ST 69-1  2.022e+02  [0 1.000e+00 1.099e-01 9.974e-06]  [1424 -2 43]
 ST 69-2  2.036e+02  [-98 1.189e-05 1.306e-06 9.981e-06]  [2625 -1 85]
 ST 69-3s 2.038e+02  [-195 1.777e-10 1.952e-11 4.639e-02]  [145 -5 25]
 ST 70-1  2.054e+02  [0 1.000e+00 1.121e-01 9.971e-06]  [1442 -1 47]
 ST 70-2  2.070e+02  [-97 1.260e-05 1.412e-06 9.961e-06]  [2125 -2 84]
 ST 70-3s 2.074e+02  [-194 1.814e-10 2.033e-11 4.464e-02]  [208 0 33]
 ST 71-1  2.092e+02  [0 1.000e+00 1.143e-01 9.973e-06]  [1397 -1 48]
 ST 71-2  2.106e+02  [-98 1.182e-05 1.351e-06 9.942e-06]  [1882 -2 82]
 ST 71-3s 2.111e+02  [-195 1.743e-10 1.993e-11 4.534e-02]  [521 -1 55]
 ST 72-1  2.128e+02  [0 1.000e+00 1.166e-01 9.958e-06]  [1309 -2 45]
 ST 72-2  2.141e+02  [-98 1.144e-05 1.335e-06 1.000e-05]  [1967 -1 81]
 ST 72-3s 2.144e+02  [-195 1.705e-10 1.989e-11 4.555e-02]  [326 0 42]
 ST 73-1  2.158e+02  [0 1.000e+00 1.190e-01 9.967e-06]  [1315 -2 43]
 ST 73-2  2.172e+02  [-98 1.144e-05 1.360e-06 9.971e-06]  [2302 0 86]
 ST 73-3s 2.178e+02  [-195 1.696e-10 2.017e-11 4.483e-02]  [627 -1 59]
 ST 74-1  2.194e+02  [0 1.000e+00 1.214e-01 9.986e-06]  [1398 -1 49]
