---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 29-1  7.822e+00  [0 1.000e+00 8.149e-02 9.838e-06]  [472 -2 15]
 ST 29-2  7.876e+00  [-75 1.690e-04 1.377e-05 9.995e-06]  [512 0 48]
 ST 29-3s 7.925e+00  [-147 4.412e-08 3.595e-09 1.997e-04]  [357 -8 43]
 ST 30-1  8.113e+00  [0 1.000e+00 8.123e-02 9.982e-06]  [434 -4 14]
 ST 30-2  8.167e+00  [-75 1.642e-04 1.334e-05 9.953e-06]  [501 -7 43]
 ST 30-3s 8.215e+00  [-147 4.205e-08 3.416e-09 2.132e-04]  [360 0 42]
 ST 31-1  8.385e+00  [0 1.000e+00 7.853e-02 9.852e-06]  [434 -4 14]
 ST 31-2  8.436e+00  [-75 1.609e-04 1.264e-05 9.771e-06]  [501 -7 49]
 ST 31-3s 8.482e+00  [-147 4.135e-08 3.247e-09 2.239e-04]  [365 -1 37]
 ST 32-1  8.628e+00  [0 1.000e+00 7.843e-02 9.987e-06]  [456 -8 17]
 ST 32-2  8.682e+00  [-75 1.589e-04 1.246e-05 9.959e-06]  [520 -1 54]
 ST 32-3s 8.727e+00  [-148 3.843e-08 3.014e-09 2.415e-04]  [362 -1 40]
 ST 33-1  8.893e+00  [0 1.000e+00 7.587e-02 9.966e-06]  [488 -5 16]
 ST 33-2  8.947e+00  [-76 1.572e-04 1.193e-05 9.821e-06]  [504 -8 50]
 ST 33-3s 9.006e+00  [-148 3.691e-08 2.800e-09 2.579e-04]  [362 -1 36]
 ST 34-1  9.193e+00  [0 1.000e+00 7.577e-02 9.908e-06]  [493 -6 14]
 ST 34-2  9.249e+00  [-76 1.546e-04 1.171e-05 9.875e-06]  [502 -7 52]
 ST 34-3s 9.311e+00  [-149 3.450e-08 2.614e-09 2.780e-04]  [356 -8 27]
 ST 35-1  9.453e+00  [0 1.000e+00 7.339e-02 9.917e-06]  [494 -6 18]
 ST 35-2  9.503e+00  [-76 1.503e-04 1.103e-05 9.966e-06]  [500 -7 50]
 ST 35-3s 9.546e+00  [-149 3.279e-08 2.407e-09 3.000e-04]  [351 -8 42]
 ST 36-1  9.708e+00  [0 1.000e+00 7.337e-02 9.966e-06]  [494 -6 17]
 ST 36-2  9.761e+00  [-76 1.470e-04 1.079e-05 9.823e-06]  [497 -6 49]
 ST 36-3s 9.806e+00  [-150 3.105e-08 2.278e-09 3.163e-04]  [346 -7 38]
 ST 37-1  9.991e+00  [0 1.000e+00 7.107e-02 9.850e-06]  [489 -5 16]
 ST 37-2  1.004e+01  [-77 1.400e-04 9.953e-06 9.928e-06]  [496 -6 54]
 ST 37-3s 1.009e+01  [-150 2.968e-08 2.109e-09 3.405e-04]  [341 -6 40]
 ST 38-1  1.026e+01  [0 1.000e+00 7.042e-02 9.954e-06]  [480 -3 15]
 ST 38-2  1.032e+01  [-78 1.241e-04 8.741e-06 9.786e-06]  [498 -7 50]
 ST 38-3s 1.036e+01  [-151 2.706e-08 1.905e-09 3.768e-04]  [334 -5 38]
 ST 39-1  1.051e+01  [0 1.000e+00 6.774e-02 9.916e-06]  [449 -8 15]
 ST 39-2  1.056e+01  [-79 1.081e-04 7.322e-06 9.990e-06]  [508 -8 51]
 ST 39-3s 1.061e+01  [-152 2.468e-08 1.672e-09 4.329e-04]  [327 -4 41]
 ST 40-1  1.076e+01  [0 1.000e+00 6.775e-02 9.923e-06]  [455 -8 16]
 ST 40-2  1.082e+01  [-80 9.974e-05 6.757e-06 9.919e-06]  [515 -1 51]
 ST 40-3s 1.086e+01  [-152 2.272e-08 1.539e-09 4.695e-04]  [324 -3 41]
 ST 41-1  1.107e+01  [0 1.000e+00 6.655e-02 9.894e-06]  [459 -9 11]
 ST 41-2  1.113e+01  [-80 9.450e-05 6.289e-06 9.897e-06]  [520 -1 53]
