---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 ST 1-1  1.934e+01  [0 1.000e+00 1.000e+00 9.994e-06]  [11398 0 98]
 ST 1-2  2.778e+01  [-3 6.465e-01 6.465e-01 9.997e-06]  [4715 0 95]
 ST 1-3  5.562e+01  [-91 2.770e-05 2.770e-05 1.000e-05]  [16190 0 98]
 ST 1-4s 6.510e+01  [-137 1.280e-07 1.280e-07 1.428e-05]  [7373 0 96]
 ST 2-1  8.001e+01  [0 1.000e+00 4.228e+00 9.997e-06]  [7189 0 83]
 ST 2-2  9.265e+01  [-17 1.409e-01 5.955e-01 9.996e-06]  [7207 0 97]
 ST 2-3  1.142e+02  [-81 8.304e-05 3.511e-04 9.995e-06]  [11993 0 98]
 ST 2-4s 1.274e+02  [-120 9.232e-07 3.903e-06 9.997e-06]  [9332 0 97]
 ST 3-1  1.385e+02  [0 1.000e+00 1.863e+01 9.996e-06]  [6253 0 83]
 ST 3-2  1.537e+02  [-41 8.078e-03 1.505e-01 9.998e-06]  [8938 0 97]
 ST 3-3  1.703e+02  [-80 9.398e-05 1.751e-03 9.994e-06]  [9615 0 97]
 ST 3-4s 1.864e+02  [-116 1.490e-06 2.775e-05 9.999e-06]  [9211 0 97]
 ST 4-1  1.935e+02  [0 1.000e+00 2.167e+01 9.995e-06]  [3894 0 68]
 ST 4-2  2.032e+02  [-45 5.397e-03 1.169e-01 9.996e-06]  [6743 0 96]
 ST 4-3  2.166e+02  [-86 4.673e-05 1.012e-03 9.991e-06]  [7823 0 97]
 ST 4-4s 2.290e+02  [-122 7.409e-07 1.605e-05 9.998e-06]  [7191 0 97]
 ST 5-1  2.425e+02  [0 1.000e+00 1.450e+01 9.997e-06]  [6403 0 83]
 ST 5-2  2.506e+02  [-23 6.570e-02 9.525e-01 9.990e-06]  [4694 0 95]
 ST 5-3  2.665e+02  [-81 8.124e-05 1.178e-03 1.000e-05]  [11639 0 97]
 ST 5-4s 2.797e+02  [-128 3.861e-07 5.598e-06 9.998e-06]  [7664 0 97]
 ST 6-1  2.972e+02  [0 1.000e+00 5.783e+00 9.998e-06]  [9004 0 87]
 ST 6-2  3.068e+02  [-20 9.938e-02 5.747e-01 9.999e-06]  [5398 0 96]
 ST 6-3  3.213e+02  [-81 7.955e-05 4.600e-04 9.995e-06]  [8540 0 97]
 ST 6-4s 3.352e+02  [-141 8.402e-08 4.859e-07 9.996e-06]  [11087 0 97]
 ST 7-1  3.546e+02  [0 1.000e+00 2.477e+00 9.997e-06]  [10145 0 89]
 ST 7-2  3.640e+02  [-36 1.524e-02 3.776e-02 9.993e-06]  [5227 0 95]
 ST 7-3s 3.850e+02  [-107 4.432e-06 1.098e-05 9.998e-06]  [12282 0 98]
 ST 8-1  3.947e+02  [0 1.000e+00 1.774e+00 9.997e-06]  [7637 0 77]
 ST 8-2  4.034e+02  [-22 7.809e-02 1.386e-01 9.995e-06]  [4977 0 95]
 ST 8-3  4.224e+02  [-86 4.726e-05 8.386e-05 9.995e-06]  [11213 0 98]
 ST 8-4s 4.422e+02  [-141 8.142e-08 1.445e-07 1.265e-05]  [11189 0 98]
 ST 9-1  4.572e+02  [0 1.000e+00 2.106e+00 1.000e-05]  [8505 0 85]
 ST 9-2  4.689e+02  [-40 9.708e-03 2.045e-02 9.998e-06]  [8097 0 97]
 ST 9-3s 4.881e+02  [-106 4.890e-06 1.030e-05 9.995e-06]  [10615 0 98]
 ST 10-1  5.058e+02  [0 1.000e+00 2.269e+00 9.998e-06]  [9104 0 87]
 ST 10-2  5.166e+02  [-30 3.071e-02 6.969e-02 9.999e-06]  [6137 0 96]
 ST 10-3s 5.345e+02  [-106 4.942e-06 1.122e-05 9.993e-06]  [12851 0 98]
 ST 11-1  5.550e+02  [0 1.000e+00 8.084e-01 9.998e-06]  [10596 0 90]
 ST 11-2  5.698e+02  [-35 1.610e-02 1.302e-02 9.994e-06]  [8243 0 97]
 ST 11-3s 5.920e+02  [-117 1.408e-06 1.139e-06 9.997e-06]  [14044 0 98]
 ST 12-1  6.138e+02  [0 1.000e+00 6.362e-01 9.997e-06]  [11968 0 91]
 ST 12-2  6.221e+02  [-28 3.568e-02 2.270e-02 9.996e-06]  [4550 0 95]
 ST 12-3s 6.455e+02  [-104 5.639e-06 3.587e-06 9.999e-06]  [13190 0 98]
 ST 13-1  6.606e+02  [0 1.000e+00 5.501e-01 9.997e-06]  [10220 0 85]
 ST 13-2  6.728e+02  [-38 1.139e-02 6.266e-03 1.000e-05]  [6966 0 97]
 ST 13-3s 6.958e+02  [-116 1.489e-06 8.193e-07 9.999e-06]  [13308 0 98]
 ST 14-1  7.076e+02  [0 1.000e+00 7.536e-01 9.998e-06]  [5351 0 81]
 ST 14-2  7.201e+02  [-40 9.490e-03 7.151e-03 9.996e-06]  [6963 0 97]
 ST 14-3s 7.415e+02  [-116 1.545e-06 1.164e-06 1.000e-05]  [15021 0 98]
 ST 15-1  7.644e+02  [0 1.000e+00 2.866e-01 9.998e-06]  [11541 0 90]
 ST 15-2  7.731e+02  [-42 7.689e-03 2.204e-03 1.000e-05]  [4598 0 95]
 ST 15-3s 7.931e+02  [-121 8.256e-07 2.366e-07 9.995e-06]  [13388 0 98]
 ST 16-1  8.163e+02  [0 1.000e+00 3.494e-01 9.998e-06]  [12315 0 90]
 ST 16-2  8.311e+02  [-48 3.594e-03 1.256e-03 9.999e-06]  [8068 0 97]
 ST 16-3s 8.541e+02  [-123 6.841e-07 2.390e-07 9.997e-06]  [12911 0 98]
 ST 17-1  8.743e+02  [0 1.000e+00 2.775e-01 9.999e-06]  [11861 0 90]
 ST 17-2  8.878e+02  [-37 1.282e-02 3.557e-03 9.999e-06]  [7580 0 97]
 ST 17-3s 9.141e+02  [-122 7.459e-07 2.070e-07 9.997e-06]  [14649 0 98]
 ST 18-1  9.295e+02  [0 1.000e+00 2.580e-01 9.998e-06]  [11582 0 86]
 ST 18-2  9.462e+02  [-52 2.463e-03 6.354e-04 9.994e-06]  [9397 0 97]
 ST 18-3s 9.682e+02  [-131 2.647e-07 6.829e-08 2.676e-05]  [12332 0 98]
 ST 19-1  9.889e+02  [0 1.000e+00 1.697e-01 9.999e-06]  [11728 0 89]
 ST 19-2  9.987e+02  [-50 3.019e-03 5.124e-04 9.998e-06]  [8565 0 96]
 ST 19-3s 1.020e+03  [-128 3.869e-07 6.567e-08 2.782e-05]  [12028 0 98]
 ST 20-1  1.042e+03  [0 1.000e+00 2.404e-01 9.996e-06]  [11898 0 90]
 ST 20-2  1.057e+03  [-51 2.752e-03 6.615e-04 1.000e-05]  [9510 0 97]
 ST 20-3s 1.074e+03  [-134 1.903e-07 4.575e-08 3.993e-05]  [11777 0 98]
 ST 21-1  1.095e+03  [0 1.000e+00 2.090e-01 9.999e-06]  [11012 0 90]
 ST 21-2  1.112e+03  [-50 2.979e-03 6.225e-04 9.998e-06]  [9535 0 98]
 ST 21-3s 1.127e+03  [-136 1.530e-07 3.198e-08 5.714e-05]  [11717 0 97]
 ST 22-1  1.151e+03  [0 1.000e+00 1.658e-01 9.997e-06]  [12357 0 91]
 ST 22-2  1.170e+03  [-58 1.220e-03 2.023e-04 9.995e-06]  [10171 0 98]
 ST 22-3s 1.188e+03  [-139 1.011e-07 1.676e-08 1.091e-04]  [10095 0 98]
 ST 23-1  1.203e+03  [0 1.000e+00 1.540e-01 9.996e-06]  [9264 0 86]
 ST 23-2  1.225e+03  [-65 5.158e-04 7.942e-05 9.995e-06]  [11651 0 98]
 ST 23-3s 1.243e+03  [-143 6.522e-08 1.004e-08 1.820e-04]  [9930 0 98]
 ST 24-1  1.260e+03  [0 1.000e+00 1.424e-01 9.997e-06]  [11282 0 86]
 ST 24-2  1.274e+03  [-51 2.558e-03 3.643e-04 9.997e-06]  [8152 0 98]
 ST 24-3s 1.295e+03  [-138 1.256e-07 1.789e-08 1.021e-04]  [11283 0 98]
 ST 25-1  1.320e+03  [0 1.000e+00 1.179e-01 9.996e-06]  [12938 0 91]
 ST 25-2  1.332e+03  [-52 2.295e-03 2.706e-04 1.000e-05]  [9016 0 96]
 ST 25-3s 1.352e+03  [-138 1.141e-07 1.345e-08 1.359e-04]  [10954 0 98]
 ST 26-1  1.376e+03  [0 1.000e+00 1.236e-01 9.997e-06]  [12057 0 91]
 ST 26-2  1.391e+03  [-59 1.020e-03 1.261e-04 9.997e-06]  [10387 0 97]
 ST 26-3s 1.408e+03  [-144 5.747e-08 7.103e-09 2.573e-04]  [10173 0 98]
 ST 27-1  1.427e+03  [0 1.000e+00 1.392e-01 9.999e-06]  [9237 0 88]
 ST 27-2  1.451e+03  [-73 2.231e-04 3.107e-05 9.999e-06]  [13139 0 98]
 ST 27-3s 1.461e+03  [-149 3.344e-08 4.656e-09 3.926e-04]  [9115 0 96]
 ST 28-1  1.482e+03  [0 1.000e+00 1.388e-01 9.990e-06]  [10799 0 89]
 ST 28-2  1.501e+03  [-62 7.131e-04 9.898e-05 9.999e-06]  [10846 0 98]
 ST 28-3s 1.519e+03  [-146 4.509e-08 6.258e-09 2.921e-04]  [9847 0 98]
 ST 29-1  1.536e+03  [0 1.000e+00 1.365e-01 9.994e-06]  [11701 0 87]
 ST 29-2  1.554e+03  [-59 1.029e-03 1.404e-04 9.994e-06]  [10310 0 98]
 ST 29-3s 1.574e+03  [-146 4.653e-08 6.351e-09 2.877e-04]  [10090 0 98]
 ST 30-1  1.592e+03  [0 1.000e+00 1.308e-01 9.995e-06]  [10732 0 87]
 ST 30-2  1.608e+03  [-66 4.718e-04 6.169e-05 9.997e-06]  [11168 0 98]
 ST 30-3s 1.624e+03  [-150 2.933e-08 3.834e-09 4.767e-04]  [8841 0 97]
 ST 31-1  1.643e+03  [0 1.000e+00 1.178e-01 1.000e-05]  [9174 0 88]
 ST 31-2  1.661e+03  [-73 2.062e-04 2.428e-05 9.998e-06]  [11941 0 98]
 ST 31-3s 1.674e+03  [-150 2.860e-08 3.369e-09 5.423e-04]  [7314 0 97]
 ST 32-1  1.696e+03  [0 1.000e+00 1.079e-01 1.000e-05]  [10972 0 90]
 ST 32-2  1.713e+03  [-60 9.297e-04 1.004e-04 9.994e-06]  [9986 0 98]
 ST 32-3s 1.726e+03  [-147 4.223e-08 4.558e-09 4.010e-04]  [9254 0 97]
 ST 33-1  1.748e+03  [0 1.000e+00 1.063e-01 9.996e-06]  [11580 0 90]
 ST 33-2  1.766e+03  [-60 9.265e-04 9.848e-05 9.998e-06]  [10257 0 98]
 ST 33-3s 1.785e+03  [-147 4.163e-08 4.424e-09 4.130e-04]  [9952 0 98]
 ST 34-1  1.799e+03  [0 1.000e+00 1.090e-01 1.000e-05]  [10313 0 84]
 ST 34-2  1.825e+03  [-75 1.773e-04 1.932e-05 9.998e-06]  [13923 0 98]
 ST 34-3s 1.841e+03  [-153 2.033e-08 2.215e-09 8.251e-04]  [8270 0 97]
 ST 35-1  1.859e+03  [0 1.000e+00 1.137e-01 9.997e-06]  [9128 0 87]
 ST 35-2  1.882e+03  [-73 2.048e-04 2.329e-05 9.994e-06]  [13372 0 98]
 ST 35-3s 1.899e+03  [-155 1.604e-08 1.824e-09 1.002e-03]  [8598 0 97]
 ST 36-1  1.920e+03  [0 1.000e+00 1.153e-01 9.998e-06]  [10226 0 89]
 ST 36-2  1.937e+03  [-66 4.721e-04 5.444e-05 1.000e-05]  [11851 0 97]
 ST 36-3s 1.956e+03  [-152 2.351e-08 2.711e-09 6.740e-04]  [9902 0 98]
 ST 37-1  1.978e+03  [0 1.000e+00 1.109e-01 9.994e-06]  [10557 0 90]
 ST 37-2  1.997e+03  [-70 2.922e-04 3.241e-05 9.994e-06]  [12807 0 98]
 ST 37-3s 2.014e+03  [-155 1.752e-08 1.944e-09 9.406e-04]  [9027 0 97]
 ST 38-1  2.032e+03  [0 1.000e+00 1.031e-01 9.996e-06]  [8595 0 87]
 ST 38-2  2.061e+03  [-82 7.081e-05 7.300e-06 1.000e-05]  [16716 0 99]
 ST 38-3s 2.067e+03  [-154 1.859e-08 1.917e-09 9.537e-04]  [6621 0 94]
 ST 39-1  2.078e+03  [0 1.000e+00 9.708e-02 9.995e-06]  [10464 0 82]
 ST 39-2  2.088e+03  [-69 3.388e-04 3.289e-05 9.999e-06]  [11564 0 96]
 ST 39-3s 2.095e+03  [-153 2.119e-08 2.057e-09 8.885e-04]  [8742 0 95]
 ST 40-1  2.106e+03  [0 1.000e+00 9.517e-02 9.996e-06]  [10912 0 83]
 ST 40-2  2.116e+03  [-69 3.448e-04 3.282e-05 9.994e-06]  [10903 0 96]
 ST 40-3s 2.122e+03  [-154 1.848e-08 1.759e-09 1.039e-03]  [7296 0 94]
 ST 41-1  2.132e+03  [0 1.000e+00 9.780e-02 1.000e-05]  [9621 0 81]
 ST 41-2  2.147e+03  [-84 6.130e-05 5.995e-06 9.999e-06]  [15785 0 97]
 ST 41-3s 2.152e+03  [-156 1.505e-08 1.472e-09 1.242e-03]  [6385 0 94]
 ST 42-1  2.163e+03  [0 1.000e+00 1.022e-01 9.993e-06]  [10011 0 81]
 ST 42-2  2.176e+03  [-83 6.995e-05 7.150e-06 9.996e-06]  [14390 0 97]
 ST 42-3s 2.182e+03  [-157 1.334e-08 1.363e-09 1.340e-03]  [6661 0 94]
 ST 43-1  2.193e+03  [0 1.000e+00 1.044e-01 9.999e-06]  [10447 0 82]
 ST 43-2  2.206e+03  [-75 1.652e-04 1.724e-05 9.999e-06]  [14507 0 97]
 ST 43-3s 2.213e+03  [-156 1.555e-08 1.623e-09 1.126e-03]  [8153 0 95]
 ST 44-1  2.224e+03  [0 1.000e+00 1.031e-01 9.999e-06]  [9788 0 81]
 ST 44-2  2.238e+03  [-85 5.385e-05 5.553e-06 9.996e-06]  [16511 0 97]
 ST 44-3s 2.244e+03  [-156 1.532e-08 1.580e-09 1.157e-03]  [6267 0 94]
 ST 45-1  2.254e+03  [0 1.000e+00 1.043e-01 9.997e-06]  [9728 0 81]
 ST 45-2  2.269e+03  [-86 4.525e-05 4.719e-06 9.998e-06]  [17092 0 98]
 ST 45-3s 2.275e+03  [-156 1.527e-08 1.593e-09 1.147e-03]  [5959 0 93]
 ST 46-1  2.285e+03  [0 1.000e+00 1.001e-01 9.992e-06]  [9989 0 82]
 ST 46-2  2.298e+03  [-77 1.273e-04 1.274e-05 9.993e-06]  [14795 0 97]
 ST 46-3s 2.305e+03  [-156 1.491e-08 1.492e-09 1.225e-03]  [7708 0 95]
 ST 47-1  2.316e+03  [0 1.000e+00 1.053e-01 9.994e-06]  [9437 0 80]
 ST 47-2  2.329e+03  [-83 6.730e-05 7.089e-06 9.996e-06]  [15038 0 97]
 ST 47-3s 2.335e+03  [-158 1.244e-08 1.311e-09 1.395e-03]  [6575 0 94]
 ST 48-1  2.342e+03  [0 1.000e+00 1.099e-01 1.000e-05]  [6356 0 74]
 ST 48-2  2.355e+03  [-93 2.025e-05 2.226e-06 9.992e-06]  [14580 0 97]
 ST 48-3s 2.359e+03  [-156 1.437e-08 1.580e-09 1.157e-03]  [4721 0 92]
 ST 49-1  2.369e+03  [0 1.000e+00 1.151e-01 1.000e-05]  [8886 0 80]
 ST 49-2  2.382e+03  [-83 6.313e-05 7.265e-06 9.994e-06]  [14463 0 97]
 ST 49-3s 2.388e+03  [-157 1.313e-08 1.512e-09 1.209e-03]  [6760 0 94]
 ST 50-1  2.398e+03  [0 1.000e+00 1.180e-01 9.999e-06]  [9372 0 80]
 ST 50-2  2.412e+03  [-88 3.895e-05 4.597e-06 9.999e-06]  [15799 0 97]
 ST 50-3s 2.417e+03  [-156 1.478e-08 1.745e-09 1.047e-03]  [5996 0 93]
 ST 51-1  2.427e+03  [0 1.000e+00 1.204e-01 9.994e-06]  [9286 0 80]
 ST 51-2  2.442e+03  [-95 1.712e-05 2.061e-06 9.991e-06]  [17247 0 98]
 ST 51-3s 2.447e+03  [-155 1.602e-08 1.929e-09 9.478e-04]  [4704 0 92]
 ST 52-1  2.456e+03  [0 1.000e+00 1.212e-01 9.995e-06]  [8392 0 78]
 ST 52-2  2.471e+03  [-86 4.998e-05 6.056e-06 9.997e-06]  [17073 0 98]
 ST 52-3s 2.477e+03  [-156 1.493e-08 1.809e-09 1.010e-03]  [6426 0 94]
 ST 53-1  2.486e+03  [0 1.000e+00 1.246e-01 9.999e-06]  [8731 0 79]
 ST 53-2  2.501e+03  [-84 5.725e-05 7.133e-06 1.000e-05]  [16422 0 97]
 ST 53-3s 2.507e+03  [-156 1.541e-08 1.920e-09 9.520e-04]  [6755 0 94]
 ST 54-1  2.516e+03  [0 1.000e+00 1.320e-01 9.999e-06]  [8253 0 78]
 ST 54-2  2.531e+03  [-90 3.011e-05 3.975e-06 9.998e-06]  [16621 0 97]
 ST 54-3s 2.536e+03  [-155 1.713e-08 2.261e-09 8.083e-04]  [5855 0 93]
 ST 55-1  2.545e+03  [0 1.000e+00 1.396e-01 9.998e-06]  [7928 0 74]
 ST 55-2  2.557e+03  [-86 4.847e-05 6.764e-06 9.996e-06]  [13625 0 97]
 ST 55-3s 2.563e+03  [-158 1.256e-08 1.753e-09 1.043e-03]  [6725 0 94]
 ST 56-1  2.572e+03  [0 1.000e+00 1.471e-01 9.995e-06]  [7956 0 77]
 ST 56-2  2.586e+03  [-86 4.759e-05 7.002e-06 9.998e-06]  [15618 0 97]
 ST 56-3s 2.592e+03  [-155 1.609e-08 2.367e-09 7.720e-04]  [6854 0 94]
 ST 57-1  2.602e+03  [0 1.000e+00 1.546e-01 9.996e-06]  [8958 0 80]
 ST 57-2  2.617e+03  [-85 5.373e-05 8.308e-06 9.998e-06]  [17284 0 98]
 ST 57-3s 2.623e+03  [-155 1.770e-08 2.736e-09 6.678e-04]  [7138 0 94]
 ST 58-1  2.633e+03  [0 1.000e+00 1.638e-01 9.997e-06]  [9383 0 81]
 ST 58-2  2.648e+03  [-81 8.075e-05 1.323e-05 9.999e-06]  [16950 0 98]
 ST 58-3s 2.655e+03  [-155 1.715e-08 2.809e-09 6.507e-04]  [7905 0 95]
 ST 59-1  2.665e+03  [0 1.000e+00 1.752e-01 9.999e-06]  [9200 0 80]
 ST 59-2  2.680e+03  [-82 7.257e-05 1.271e-05 1.000e-05]  [17353 0 98]
 ST 59-3s 2.687e+03  [-154 1.800e-08 3.154e-09 5.795e-04]  [7921 0 95]
 ST 60-1  2.696e+03  [0 1.000e+00 1.891e-01 9.995e-06]  [8647 0 79]
 ST 60-2  2.712e+03  [-86 4.900e-05 9.268e-06 9.999e-06]  [17926 0 98]
 ST 60-3s 2.718e+03  [-154 1.915e-08 3.621e-09 5.047e-04]  [7487 0 94]
 ST 61-1  2.726e+03  [0 1.000e+00 2.029e-01 9.996e-06]  [7515 0 75]
 ST 61-2  2.740e+03  [-86 4.685e-05 9.503e-06 9.998e-06]  [17640 0 97]
 ST 61-3s 2.747e+03  [-154 1.954e-08 3.965e-09 4.611e-04]  [7563 0 94]
 ST 62-1  2.753e+03  [0 1.000e+00 2.170e-01 9.997e-06]  [5883 0 71]
 ST 62-2  2.766e+03  [-87 4.243e-05 9.206e-06 9.997e-06]  [15790 0 97]
 ST 62-3s 2.772e+03  [-155 1.673e-08 3.630e-09 5.036e-04]  [7406 0 94]
 ST 63-1  2.780e+03  [0 1.000e+00 2.315e-01 9.994e-06]  [7977 0 77]
 ST 63-2  2.795e+03  [-86 4.871e-05 1.128e-05 1.000e-05]  [18002 0 97]
 ST 63-3s 2.801e+03  [-154 1.834e-08 4.244e-09 4.306e-04]  [7846 0 94]
 ST 64-1  2.810e+03  [0 1.000e+00 2.510e-01 9.994e-06]  [8463 0 78]
 ST 64-2  2.825e+03  [-90 2.881e-05 7.232e-06 9.996e-06]  [18638 0 98]
 ST 64-3s 2.831e+03  [-154 1.901e-08 4.772e-09 3.830e-04]  [7213 0 94]
 ST 65-1  2.839e+03  [0 1.000e+00 2.679e-01 9.998e-06]  [7706 0 75]
 ST 65-2  2.853e+03  [-95 1.614e-05 4.324e-06 9.998e-06]  [18249 0 97]
