---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 55-1  2.254e+01  [0 1.000e+00 7.935e-01 9.783e-06]  [245 -18 5]
 ST 55-2  2.260e+01  [-41 8.727e-03 6.925e-03 9.857e-06]  [180 -11 13]
 ST 55-3s 2.267e+01  [-141 8.866e-08 7.035e-08 1.077e-05]  [237 -15 19]
 ST 56-1  2.292e+01  [0 1.000e+00 6.363e-01 9.660e-06]  [236 -14 5]
 ST 56-2  2.298e+01  [-47 3.994e-03 2.542e-03 9.981e-06]  [179 -10 13]
 ST 56-3s 2.305e+01  [-147 4.001e-08 2.546e-08 3.192e-05]  [196 -19 16]
 ST 57-1  2.330e+01  [0 1.000e+00 7.114e-01 9.838e-06]  [243 -17 6]
 ST 57-2  2.336e+01  [-42 7.758e-03 5.519e-03 9.740e-06]  [195 -19 16]
 ST 57-3s 2.343e+01  [-142 7.797e-08 5.546e-08 1.425e-05]  [237 -14 17]
 ST 58-1  2.370e+01  [0 1.000e+00 5.557e-01 9.986e-06]  [229 -11 4]
 ST 58-2  2.376e+01  [-48 3.930e-03 2.184e-03 9.681e-06]  [186 -15 13]
 ST 58-3s 2.383e+01  [-148 3.828e-08 2.127e-08 3.726e-05]  [211 -2 17]
 ST 59-1  2.407e+01  [0 1.000e+00 6.270e-01 9.633e-06]  [240 -16 5]
 ST 59-2  2.413e+01  [-44 5.627e-03 3.528e-03 9.708e-06]  [171 -7 12]
 ST 59-3s 2.420e+01  [-145 5.521e-08 3.462e-08 2.297e-05]  [233 -13 19]
 ST 60-1  2.446e+01  [0 1.000e+00 4.905e-01 9.527e-06]  [234 -13 5]
 ST 60-2  2.452e+01  [-47 4.080e-03 2.001e-03 9.765e-06]  [174 -8 15]
 ST 60-3s 2.459e+01  [-147 4.002e-08 1.963e-08 4.114e-05]  [211 -2 18]
 ST 61-1  2.486e+01  [0 1.000e+00 5.027e-01 9.802e-06]  [237 -15 5]
 ST 61-2  2.492e+01  [-47 4.021e-03 2.021e-03 9.429e-06]  [193 -18 17]
 ST 61-3s 2.499e+01  [-148 3.801e-08 1.911e-08 4.265e-05]  [208 -1 17]
 ST 62-1  2.525e+01  [0 1.000e+00 4.278e-01 9.516e-06]  [237 -15 5]
 ST 62-2  2.531e+01  [-48 3.980e-03 1.703e-03 9.697e-06]  [185 -14 15]
 ST 62-3s 2.538e+01  [-148 3.870e-08 1.656e-08 4.747e-05]  [199 -22 17]
 ST 63-1  2.563e+01  [0 1.000e+00 4.749e-01 9.732e-06]  [231 -12 5]
 ST 63-2  2.570e+01  [-53 2.017e-03 9.579e-04 9.513e-06]  [178 -10 12]
 ST 63-3s 2.576e+01  [-154 1.920e-08 9.119e-09 8.811e-05]  [173 -8 13]
 ST 64-1  2.603e+01  [0 1.000e+00 3.957e-01 9.884e-06]  [233 -12 4]
 ST 64-2  2.610e+01  [-49 3.422e-03 1.354e-03 9.826e-06]  [178 -10 13]
 ST 64-3s 2.616e+01  [-149 3.370e-08 1.334e-08 6.072e-05]  [181 -15 13]
 ST 65-1  2.641e+01  [0 1.000e+00 3.450e-01 9.548e-06]  [225 -10 4]
 ST 65-2  2.647e+01  [-59 1.050e-03 3.622e-04 9.476e-06]  [196 -20 16]
 ST 65-3s 2.653e+01  [-160 9.973e-09 3.441e-09 2.344e-04]  [169 -8 14]
 ST 66-1  2.682e+01  [0 1.000e+00 3.473e-01 9.551e-06]  [233 -12 4]
 ST 66-2  2.688e+01  [-51 2.730e-03 9.483e-04 9.699e-06]  [182 -12 13]
 ST 66-3s 2.694e+01  [-151 2.652e-08 9.212e-09 8.838e-05]  [177 -14 16]
 ST 67-1  2.721e+01  [0 1.000e+00 3.530e-01 9.951e-06]  [211 -2 4]
 ST 67-2  2.727e+01  [-64 6.128e-04 2.163e-04 9.759e-06]  [182 -12 15]
 ST 67-3s 2.733e+01  [-164 5.983e-09 2.112e-09 3.841e-04]  [153 -25 13]
 ST 68-1  2.759e+01  [0 1.000e+00 3.108e-01 9.901e-06]  [229 -10 4]
 ST 68-2  2.765e+01  [-53 2.005e-03 6.232e-04 9.863e-06]  [180 -11 16]
 ST 68-3s 2.771e+01  [-154 1.980e-08 6.153e-09 1.313e-04]  [168 -8 16]
