---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 ST 1-1  6.626e+00  [0 1.000e+00 1.000e+00 9.996e-06]  [7264 0 93]
 ST 1-2  9.935e+00  [-4 5.780e-01 5.780e-01 9.992e-06]  [3401 0 86]
 ST 1-3  1.856e+01  [-92 2.274e-05 2.274e-05 9.995e-06]  [10081 0 94]
 ST 1-4s 2.351e+01  [-141 8.821e-08 8.821e-08 1.802e-05]  [5552 0 90]
 ST 2-1  2.990e+01  [0 1.000e+00 3.586e+00 9.991e-06]  [5688 0 72]
 ST 2-2  3.408e+01  [-16 1.439e-01 5.161e-01 9.988e-06]  [4607 0 89]
 ST 2-3  4.105e+01  [-85 5.481e-05 1.965e-04 9.991e-06]  [8080 0 93]
 ST 2-4s 4.672e+01  [-123 6.944e-07 2.490e-06 9.989e-06]  [6461 0 92]
 ST 3-1  5.140e+01  [0 1.000e+00 1.616e+01 9.999e-06]  [3607 -1 62]
 ST 3-2  5.610e+01  [-42 7.372e-03 1.191e-01 1.000e-05]  [5266 0 90]
 ST 3-3  6.182e+01  [-85 5.520e-05 8.919e-04 9.993e-06]  [6515 0 92]
 ST 3-4s 6.736e+01  [-120 9.764e-07 1.578e-05 9.993e-06]  [6222 -1 91]
 ST 4-1  7.168e+01  [0 1.000e+00 1.921e+01 9.998e-06]  [3107 -1 59]
 ST 4-2  7.562e+01  [-46 4.851e-03 9.317e-02 9.986e-06]  [4270 0 88]
 ST 4-3  8.158e+01  [-91 2.728e-05 5.239e-04 9.996e-06]  [6683 0 92]
 ST 4-4s 8.645e+01  [-127 4.432e-07 8.514e-06 9.994e-06]  [5370 0 90]
 ST 5-1  9.141e+01  [0 1.000e+00 1.371e+01 9.996e-06]  [3894 0 65]
 ST 5-2  9.427e+01  [-25 5.566e-02 7.633e-01 9.993e-06]  [2873 0 84]
 ST 5-3  1.008e+02  [-84 5.689e-05 7.802e-04 9.991e-06]  [7416 0 93]
 ST 5-4s 1.057e+02  [-130 2.996e-07 4.109e-06 9.992e-06]  [5311 0 90]
 ST 6-1  1.117e+02  [0 1.000e+00 5.289e+00 9.986e-06]  [5206 0 70]
 ST 6-2  1.147e+02  [-20 9.692e-02 5.126e-01 9.991e-06]  [3207 -1 85]
 ST 6-3  1.198e+02  [-83 6.677e-05 3.532e-04 9.991e-06]  [5726 0 91]
 ST 6-4s 1.259e+02  [-143 6.710e-08 3.549e-07 9.993e-06]  [6977 0 92]
 ST 7-1  1.327e+02  [0 1.000e+00 1.911e+00 9.996e-06]  [6160 0 74]
