---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 72-1  3.111e+01  [0 1.000e+00 2.618e-01 9.978e-06]  [582 -2 18]
 ST 72-2  3.117e+01  [-77 1.323e-04 3.463e-05 9.991e-06]  [709 -5 56]
 ST 72-3s 3.122e+01  [-165 5.129e-09 1.343e-09 9.294e-04]  [455 -5 42]
 ST 73-1  3.202e+01  [0 1.000e+00 2.683e-01 9.976e-06]  [669 0 4]
 ST 73-2  3.208e+01  [-77 1.286e-04 3.450e-05 9.965e-06]  [714 -6 56]
 ST 73-3s 3.213e+01  [-169 3.529e-09 9.471e-10 1.296e-03]  [408 -6 38]
 ST 74-1  3.253e+01  [0 1.000e+00 2.814e-01 9.931e-06]  [687 -3 8]
 ST 74-2  3.262e+01  [-75 1.682e-04 4.733e-05 9.855e-06]  [714 -6 70]
 ST 74-3s 3.268e+01  [-167 4.027e-09 1.133e-09 1.094e-03]  [417 -2 39]
 ST 75-1  3.296e+01  [0 1.000e+00 2.743e-01 9.953e-06]  [645 -3 29]
 ST 75-2  3.306e+01  [-79 1.109e-04 3.042e-05 9.856e-06]  [711 -5 40]
 ST 75-3s 3.311e+01  [-168 3.657e-09 1.003e-09 1.233e-03]  [413 -1 42]
 ST 76-1  3.337e+01  [0 1.000e+00 2.948e-01 9.918e-06]  [543 -3 13]
 ST 76-2  3.344e+01  [-77 1.385e-04 4.083e-05 9.962e-06]  [701 -4 57]
 ST 76-3s 3.349e+01  [-165 5.118e-09 1.509e-09 8.216e-04]  [458 -6 45]
 ST 77-1  3.376e+01  [0 1.000e+00 2.912e-01 9.989e-06]  [658 -5 13]
 ST 77-2  3.382e+01  [-76 1.430e-04 4.163e-05 9.995e-06]  [701 -4 58]
 ST 77-3s 3.393e+01  [-168 3.889e-09 1.132e-09 1.102e-03]  [401 -5 56]
 ST 78-1  3.421e+01  [0 1.000e+00 3.056e-01 9.945e-06]  [663 -5 13]
 ST 78-2  3.428e+01  [-77 1.364e-04 4.167e-05 9.997e-06]  [693 -3 56]
 ST 78-3s 3.433e+01  [-168 3.606e-09 1.102e-09 1.134e-03]  [404 -6 42]
 ST 79-1  3.458e+01  [0 1.000e+00 3.115e-01 9.963e-06]  [554 -5 16]
 ST 79-2  3.464e+01  [-74 1.814e-04 5.649e-05 9.990e-06]  [666 0 53]
