---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 40-3s 1.395e+02  [-174 1.968e-09 1.839e-09 1.659e-04]  [1840 0 78]
 ST 41-1  1.409e+02  [0 1.000e+00 1.046e+00 9.956e-06]  [1359 -1 47]
 ST 41-2  1.420e+02  [-73 2.158e-04 2.256e-04 9.992e-06]  [1851 -1 80]
 ST 41-3s 1.428e+02  [-172 2.384e-09 2.493e-09 1.215e-04]  [1173 -3 74]
 ST 42-1  1.442e+02  [0 1.000e+00 1.176e+00 9.982e-06]  [1330 0 47]
 ST 42-2  1.453e+02  [-73 2.090e-04 2.457e-04 9.997e-06]  [1851 -1 82]
 ST 42-3s 1.461e+02  [-172 2.459e-09 2.892e-09 1.053e-04]  [1183 -1 73]
 ST 43-1  1.474e+02  [0 1.000e+00 1.324e+00 9.938e-06]  [1297 -1 47]
 ST 43-2  1.486e+02  [-72 2.273e-04 3.009e-04 9.973e-06]  [1836 -2 81]
 ST 43-3s 1.498e+02  [-170 2.917e-09 3.861e-09 7.896e-05]  [1957 -1 81]
 ST 44-1  1.510e+02  [0 1.000e+00 1.504e+00 9.960e-06]  [1292 -1 45]
 ST 44-2  1.521e+02  [-70 2.833e-04 4.262e-04 9.978e-06]  [1812 -1 82]
 ST 44-3s 1.530e+02  [-168 3.961e-09 5.959e-09 5.107e-05]  [1512 -1 77]
 ST 45-1  1.543e+02  [0 1.000e+00 1.732e+00 9.958e-06]  [1294 -1 46]
 ST 45-2  1.554e+02  [-68 3.567e-04 6.177e-04 9.948e-06]  [1780 -2 80]
 ST 45-3s 1.566e+02  [-164 5.703e-09 9.875e-09 3.081e-05]  [2017 -1 82]
 ST 46-1  1.599e+02  [0 1.000e+00 2.020e+00 9.993e-06]  [1292 -1 78]
 ST 46-2  1.609e+02  [-67 4.463e-04 9.018e-04 9.969e-06]  [1753 -1 80]
 ST 46-3s 1.618e+02  [-161 8.679e-09 1.753e-08 1.740e-05]  [1465 -2 75]
 ST 47-1  1.631e+02  [0 1.000e+00 2.395e+00 9.969e-06]  [1286 -1 46]
 ST 47-2  1.640e+02  [-65 5.541e-04 1.327e-03 9.951e-06]  [1736 0 80]
 ST 47-3s 1.652e+02  [-157 1.392e-08 3.333e-08 9.995e-06]  [2222 -1 84]
 ST 48-1  1.665e+02  [0 1.000e+00 2.889e+00 9.992e-06]  [1277 0 43]
 ST 48-2  1.675e+02  [-63 6.821e-04 1.971e-03 9.966e-06]  [1717 -2 80]
 ST 48-3s 1.686e+02  [-152 2.399e-08 6.930e-08 9.983e-06]  [1744 0 81]
 ST 49-1  1.701e+02  [0 1.000e+00 3.555e+00 9.995e-06]  [1274 -3 52]
 ST 49-2  1.712e+02  [-61 8.700e-04 3.092e-03 9.991e-06]  [1705 -1 77]
 ST 49-3s 1.722e+02  [-146 4.589e-08 1.631e-07 9.943e-06]  [1703 -1 78]
 ST 50-1  1.738e+02  [0 1.000e+00 6.535e+01 9.949e-06]  [1885 -2 55]
 ST 50-2  2.135e+02  !25 1.848e+01 1.208e+03 4.537e-04!  !76500 0 99!  WARNING: The linear system solution has not converged
 ST 50-3  2.141e+02  [13 4.525e+00 2.957e+02 9.982e-06]  [830 -1 64]
 ST 50-4  2.147e+02  [4 1.659e+00 1.084e+02 9.983e-06]  [867 -2 66]
 ST 50-5  2.153e+02  [-9 3.280e-01 2.144e+01 9.996e-06]  [979 0 69]
 ST 50-6  2.161e+02  [-38 1.184e-02 7.738e-01 9.971e-06]  [1394 -1 77]
 ST 50-7  2.168e+02  [-66 4.535e-04 2.963e-02 9.980e-06]  [1110 -2 72]
 ST 50-8s 2.180e+02  [-148 3.918e-08 2.560e-06 9.960e-06]  [2016 -1 80]
